;name;number;medianPerfChange;minSmall;maxSmall;minMedium;maxMedium;minLarge;maxLarge
0;BenchmarkMarshalGaugeArray-2;1;-0.03338299569112246;-0.8803950379974501;1.287871280996855;-0.6171315724512461;0.949877494736584;-0.5594814712176488;0.8277746524150142
11;BenchmarkMarshalGaugeArray-2;6;0.25557308289616554;-1.4906391772747885;2.0127892436641925;-1.152565755930779;1.6688109258251371;-0.9642075400173589;1.5404907823852065
1;BenchmarkMarshalGaugeArray-2;11;-1.0410347254240615;-2.4460349716162844;1.2901882054812797;-2.135829133669309;0.8909819894354909;-1.9724191308156391;0.7788562674349464
2;BenchmarkMarshalGaugeArray-2;16;0.1325629984694654;-0.7352169538189957;1.5868667940808434;-0.5324304136598457;1.084098338771411;-0.4303485513662775;0.858892271524403
3;BenchmarkMarshalGaugeArray-2;21;0.2278003167509146;-0.8243768544619834;0.9826483677912501;-0.6273989918453515;0.7778947466485331;-0.5162389890113972;0.6792769288110234
4;BenchmarkMarshalGaugeArray-2;26;-0.06187558008355909;-1.2965989426636404;0.6009114032033969;-1.0543402691562842;0.3491115938178746;-0.9501261160887009;0.2863851379869775
5;BenchmarkMarshalGaugeArray-2;31;-0.02577391617577529;-1.2209613762445115;0.8791842658578686;-1.019182995396939;0.5520098741541579;-0.9515863877891495;0.4301249544161001
6;BenchmarkMarshalGaugeArray-2;36;0.22985645635371643;-1.537032673034;1.411226914202257;-0.6622333481793197;0.8775178070767664;-0.3894767557937717;0.7780213629366983
7;BenchmarkMarshalGaugeArray-2;41;0.09076265411065432;-0.48906709369870294;1.0861887353615485;-0.37643288854245505;0.7350920794677362;-0.2888983158435776;0.6462280655579411
8;BenchmarkMarshalGaugeArray-2;46;0.5812383384071529;-1.189871210048199;1.4844592305085724;-0.4672840034740444;1.1429852084267056;-0.2533752769379505;1.0355329325875129
9;BenchmarkMarshalGaugeArray-2;51;0.25011248855719703;-0.995170764338793;1.3701403467243134;-0.7580493189448312;1.0371068967763852;-0.586472641967617;0.946541661492617
10;BenchmarkMarshalGaugeArray-2;56;0.016977771466852865;-2.8997494635643273;2.9563948785340743;-2.0774145598830063;2.1085079388541983;-1.4282058402347864;1.3761243495435282
12;BenchmarkMarshalGaugeArray-2;61;0.5805745912137894;-0.7565428687426934;1.2193568630374907;-0.33229241732725123;0.9766743879050521;-0.16177183379487703;0.8704621106752741
13;BenchmarkMarshalGaugeArray-2;66;1.3053858513603078;-3.140259955471336;6.28790366043277;-2.3951950657850385;4.615327913412304;-1.4320412776038571;3.671339330750345
