;name;number;medianPerfChange;minSmall;maxSmall;minMedium;maxMedium;minLarge;maxLarge
0;BenchmarkSetHasHit/items_100000-2;1;0.6814351511021499;-2.126001112680964;4.241883846471084;-1.5394783922394906;3.5538138552690723;-1.208998658101812;2.964978695964726
11;BenchmarkSetHasHit/items_100000-2;6;-0.5282588042289094;-3.873105320486625;3.7363371480547025;-2.9768617892094396;2.5526748887579442;-2.4750545249404343;2.198761446735631
1;BenchmarkSetHasHit/items_100000-2;11;-2.164824517332953;-5.264181386196565;2.5411088942409066;-4.225314204599828;1.3631619474792522;-3.8717255870391987;0.7238526042639526
2;BenchmarkSetHasHit/items_100000-2;16;31.723300796245613;29.47972842372215;35.58127494697463;30.13549794275456;34.39594278262086;30.782057712583555;33.89682257616835
3;BenchmarkSetHasHit/items_100000-2;21;30.966762429583582;29.513368091551317;32.18464130212624;30.07722199624896;32.01007152887168;30.23370501351348;31.82263608871485
4;BenchmarkSetHasHit/items_100000-2;26;31.135524747274744;27.185323046021903;34.75705896802286;27.603929737192836;34.4980580344497;28.209135255167062;34.3017816753636
5;BenchmarkSetHasHit/items_100000-2;31;30.02012325238774;25.486225285766338;35.46088916166605;26.18914376122079;32.37629362934642;26.962544920138143;32.04333058871964
6;BenchmarkSetHasHit/items_100000-2;36;31.052676499229293;24.444067915444577;35.75896182731011;26.5464040395212;33.761141231126345;26.901396668074227;33.602613608841466
7;BenchmarkSetHasHit/items_100000-2;41;31.947691906944442;28.307358976729603;36.05915508868254;28.894524360684116;35.01797303885539;29.06682287572375;34.86060980368726
8;BenchmarkSetHasHit/items_100000-2;46;29.10855338304097;27.3481367028521;34.454008293491746;27.68453770000876;33.717102863158345;27.9649262258433;31.620854244363606
9;BenchmarkSetHasHit/items_100000-2;51;30.801540794164662;27.829626996089196;33.694512444862056;28.22809854274839;32.23376206287458;29.01220321964175;31.94432964980287
10;BenchmarkSetHasHit/items_100000-2;56;28.801713095005788;23.263803562272045;40.39837880385186;24.576204067384943;37.580328061269405;24.67775854142824;37.31533285237465
12;BenchmarkSetHasHit/items_100000-2;61;31.32338363880731;29.39328152984524;33.36811223017051;29.65497669091328;32.99634804749736;29.808529733383303;32.79932528815819
13;BenchmarkSetHasHit/items_100000-2;66;26.69435606289703;23.09276962434361;35.26561856066506;24.279176423720084;33.75749390285377;24.601010969829318;33.34110852909817
