;name;number;medianPerfChange;minSmall;maxSmall;minMedium;maxMedium;minLarge;maxLarge
0;BenchmarkAppendFloatToDecimal/Ones-2;1;0.36832412523020164;-0.837320574162681;1.2966965112689133;-0.5754088431253801;0.9879592466810694;-0.337113086117069;0.8925823330255378
11;BenchmarkAppendFloatToDecimal/Ones-2;6;0.3691171947093119;-1.0657734470158386;1.107351584127958;-0.8520998174071814;0.8630952380952461;-0.5492828806835548;0.7393715341959428
1;BenchmarkAppendFloatToDecimal/Ones-2;11;0.1835985312117483;-2.693047540533111;1.6829865361077;-1.8072289156626509;1.4132104454685157;-1.4198218262806206;1.1875761266747942
2;BenchmarkAppendFloatToDecimal/Ones-2;16;-0.5237215033887854;-2.7441723222189407;0.8810572687224738;-2.1518230723251652;0.6277463904582614;-1.3418725221103989;0.24837007140638967
3;BenchmarkAppendFloatToDecimal/Ones-2;21;-0.15470297029702706;-0.6169031462060492;0.7768800497203188;-0.5255023183925789;0.5591798695246952;-0.4641089108910923;0.4048582995951344
4;BenchmarkAppendFloatToDecimal/Ones-2;26;0.2827521206409056;-0.9717582751290643;0.6713457430576719;-0.7305936073059405;0.5671077504725952;-0.6412213740457973;0.5037783375314797
5;BenchmarkAppendFloatToDecimal/Ones-2;31;-0.18461538461538307;-0.6767148569670867;1.068050045773572;-0.554357868801969;0.6909547738693567;-0.4281345565749217;0.5653266331658191
6;BenchmarkAppendFloatToDecimal/Ones-2;36;-0.06180469715698633;-1.039437480892691;0.7407407407407307;-0.5815733088460395;0.5245294662141298;-0.46196489066830937;0.3708281829418958
7;BenchmarkAppendFloatToDecimal/Ones-2;41;-0.18507094386180922;-1.3089802130898054;0.4652605459056991;-1.074608535462085;0.24852438645541763;-0.9517961314092771;0.2163164400494466
8;BenchmarkAppendFloatToDecimal/Ones-2;46;-0.5456198848135752;-1.6776512881965244;0.1818181818181719;-1.4379868184541622;-0.030385900941964916;-1.2955709551069616;-0.090964220739842
9;BenchmarkAppendFloatToDecimal/Ones-2;51;0.0309981401116044;-0.7444168734491274;1.1239368165249175;-0.5588326606643879;0.8560558021559972;-0.40135844396418374;0.8201701093560221
10;BenchmarkAppendFloatToDecimal/Ones-2;56;0.43478260869564966;-1.5830426616581739;3.8374717832957206;-0.6231373611487401;2.1444695259593693;-0.248447204968949;0.6531881804043627
12;BenchmarkAppendFloatToDecimal/Ones-2;61;0.06255864873319084;-0.4372267332916957;0.7992622194896937;-0.3436426116838476;0.6188118811881083;-0.250156347717323;0.5018820577164407
13;BenchmarkAppendFloatToDecimal/Ones-2;66;0.06082725060827521;-5.315238903025166;3.104212860310418;-3.8472581108240034;2.422907488986792;-3.3450704225352124;2.340308370044042
