;name;number;medianPerfChange;minSmall;maxSmall;minMedium;maxMedium;minLarge;maxLarge
0;BenchmarkUnmarshalZeroConstArray-2;1;0.07564296520423675;-0.5291005291005346;0.60606060606061;-0.37878787878787845;0.5283018867924483;-0.22796352583586144;0.4552352048558417
11;BenchmarkUnmarshalZeroConstArray-2;6;0.07564296520423675;-0.8988764044943864;1.183431952662728;-0.8988764044943864;0.5956813104988745;-0.44215180545320587;0.4460966542750855
1;BenchmarkUnmarshalZeroConstArray-2;11;0.22675736961450532;-0.6267409470752106;2.036199095022617;-0.41870202372644716;0.6069802731411222;-0.3016591251885359;0.4552352048558417
2;BenchmarkUnmarshalZeroConstArray-2;16;-0.15186028853454436;-0.6859756097560954;0.535987748851463;-0.37907505686125553;0.4548900682335155;-0.3034901365705611;0.37907505686125553
3;BenchmarkUnmarshalZeroConstArray-2;21;0.0;-0.22796352583586144;0.37907505686125553;-0.22744503411675776;0.30326004548901775;-0.15174506828528056;0.22761760242793194
4;BenchmarkUnmarshalZeroConstArray-2;26;0.15232292460014563;-0.5331302361005319;0.6885998469778221;-0.38080731150038627;0.45906656465186657;-0.3041825095057016;0.38255547054322214
5;BenchmarkUnmarshalZeroConstArray-2;31;0.454545454545463;-0.45045045045044585;1.133786848072571;-0.38080731150038627;0.8352315869400107;-0.30464584920030235;0.7575757575757569
6;BenchmarkUnmarshalZeroConstArray-2;36;0.0;-0.45214770158251705;0.6092916984006047;-0.22813688212928174;0.37993920972645423;-0.22744503411675776;0.30464584920031346
7;BenchmarkUnmarshalZeroConstArray-2;41;-0.1519756838905817;-0.5307050796057644;0.15220700152207556;-0.4552352048558417;0.07604562737641984;-0.37993920972644313;0.0
8;BenchmarkUnmarshalZeroConstArray-2;46;-0.07558578987150177;-0.37792894935751997;0.30326004548901775;-0.3023431594860182;0.2272727272727204;-0.30188679245283234;0.15140045420136694
9;BenchmarkUnmarshalZeroConstArray-2;51;0.3041825095057016;-0.838414634146345;0.684410646387823;-0.7451564828613977;0.5315110098709219;-0.6711409395973145;0.45592705167172287
10;BenchmarkUnmarshalZeroConstArray-2;56;0.22831050228311334;-1.500682128240105;1.6717325227963542;-0.6868131868131844;0.7633587786259444;-0.4817618719889838;0.6097560975609762
12;BenchmarkUnmarshalZeroConstArray-2;61;-0.15278838808250317;-0.6838905775075954;0.6079027355623046;-0.4569687738004591;0.454545454545463;-0.4555808656036442;0.37878787878788955
13;BenchmarkUnmarshalZeroConstArray-2;66;0.8264462809917328;-0.7446016381235987;5.366591080876804;-0.5247376311844132;4.497751124437777;-0.37565740045079066;4.263275991024673
